,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,international_gross,genre_ids
1163,28,4-Dec-15,Krampus,15,42,61,19,"[horror, comedy, fantasy]"
1164,29,21-Sep-12,End of Watch,15,41,57,16,"[crime, drama, thriller]"
1165,33,3-Dec-14,Wild,15,37,52,15,[drama]
1166,33,3-Dec-14,Wild,15,37,52,15,[drama]
1167,35,7-Nov-14,The Theory of Everything,15,35,123,88,"[drama, romance]"
1168,36,16-Sep-11,Drive,15,35,81,46,"[drama, action, thriller, crime]"
1169,39,23-Nov-18,The Favourite,15,34,94,60,"[drama, history, comedy]"
1170,57,8-Sep-17,Home Again,15,27,37,10,"[comedy, drama, romance]"
1171,60,23-Jul-10,Ramona and Beezus,15,26,27,1,"[comedy, family]"
1172,61,27-Aug-14,The November Man,15,25,34,9,"[crime, action, thriller]"
1173,67,29-Mar-13,The Place Beyond the Pines,15,21,47,26,"[drama, crime]"
1174,76,25-Jul-14,A Most Wanted Man,15,17,36,19,[thriller]
1175,79,2-Nov-12,The Man with the Iron Fists,15,15,22,7,[action]
1176,81,1-Feb-19,Miss Bala,15,14,15,1,"[drama, action]"
1177,82,30-Nov-12,Killing Them Softly,15,14,39,25,"[crime, thriller]"
1178,84,19-Aug-11,One Day,15,13,59,46,"[drama, romance]"
1179,90,20-Jan-17,The Founder,15,12,24,12,"[drama, history]"
1180,90,20-Jan-17,The Founder,15,12,24,12,"[drama, history]"
1181,6,23-Sep-16,Queen of Katwe,15,8,10,2,[drama]
1182,10,21-May-99,The Love Letter,15,8,9,1,[]
1183,13,4-Jan-13,Promised Land,15,7,12,5,[drama]
1184,15,8-Jun-18,Hotel Artemis,15,6,12,6,"[thriller, sci-fi, action]"
1185,25,30-Oct-15,Scouts Guide to the Zombie Apocalypse,15,3,15,12,"[comedy, horror]"
1186,27,22-Sep-10,You Will Meet a Tall Dark Stranger,15,3,34,31,"[comedy, drama, romance]"
1187,29,15-Sep-10,Never Let Me Go,15,2,11,9,"[drama, romance, sci-fi]"
1188,30,9-Sep-16,The Disappointments Room,15,2,3,1,"[drama, horror, thriller]"
1189,66,1-Jul-15,Magic Mike XXL,14,66,123,57,"[comedy, drama]"
1190,81,31-Aug-12,The Possession,14,49,82,33,"[horror, thriller]"
1191,90,13-Jan-12,The Iron Lady,14,29,115,86,"[history, drama]"
1192,95,12-Mar-10,Our Family Wedding,14,20,21,1,[comedy]
1193,8,17-Nov-06,Bobby,14,11,20,9,[documentary]
1194,10,26-Oct-12,Fun Size,14,9,11,2,[comedy]
1195,16,23-Oct-15,Suffragette,14,4,34,30,"[drama, history]"
1196,18,19-Dec-14,Mr. Turner,14,3,25,22,"[history, drama]"
1197,22,6-Aug-10,Flipped,14,1,4,3,"[romance, drama]"
1198,22,6-Aug-10,Flipped,14,1,4,3,"[drama, thriller]"
1199,36,12-Oct-12,Seven Psychopaths,13,15,33,18,"[comedy, crime]"
1200,42,4-Apr-14,Under the Skin,13,2,7,5,"[thriller, sci-fi, drama]"
1201,42,4-Apr-14,Under the Skin,13,2,7,5,"[thriller, sci-fi, drama]"
1202,44,12-Sep-14,No Good Deed,13,52,54,2,"[crime, thriller]"
1203,46,3-Dec-10,Black Swan,13,106,331,225,"[drama, thriller]"
1204,48,11-Feb-11,Justin Bieber: Never Say Never,13,73,99,26,"[documentary, music, family]"
1205,49,4-Jul-18,The First Purge,13,69,136,67,"[action, sci-fi, thriller, horror]"
1206,50,16-Mar-16,Miracles from Heaven,13,61,73,12,[drama]
1207,54,24-Jun-16,The Shallows,13,55,118,63,"[horror, drama, thriller]"
1208,58,14-Feb-14,About Last Night,13,48,50,2,"[comedy, romance]"
1209,61,10-Oct-14,St. Vincent,13,44,54,10,[comedy]
1210,62,2-Jul-14,Earth to Echo,13,38,42,4,"[family, adventure, sci-fi]"
1211,72,10-Apr-15,Ex Machina,13,25,38,13,"[drama, sci-fi]"
1212,75,11-Mar-16,Eye in the Sky,13,18,35,17,"[drama, thriller, war]"
1213,77,21-Sep-12,The Perks of Being a Wallflower,13,17,33,16,[drama]
1214,80,16-Oct-15,Room,13,14,36,22,"[drama, thriller]"
1215,80,16-Oct-15,Room,13,14,36,22,"[drama, thriller]"
1216,86,17-Jul-15,Bajrangi Bhaijaan,13,8,121,113,"[action, comedy, drama]"
1217,97,26-Mar-10,Chloe,13,3,11,8,"[drama, thriller, mystery]"
1218,99,4-Dec-15,Youth,13,2,24,22,[drama]
1219,99,4-Dec-15,Youth,13,2,24,22,"[comedy, drama]"
1220,99,4-Dec-15,Youth,13,2,24,22,"[drama, history]"
1221,3,24-Jul-15,The Vatican Tapes,13,1,14,13,"[thriller, horror]"
1222,7,29-Jul-11,Attack the Block,13,1,6,5,"[action, comedy, sci-fi]"
1223,14,15-Mar-13,The Call,12,51,69,18,"[crime, thriller]"
1224,15,5-Aug-16,Operation Chromite,12,1,49,48,"[history, drama, war, action]"
1225,15,5-Aug-16,Operation Chromite,12,1,49,48,"[history, drama, war, action]"
1226,16,12-Sep-14,The Drop,12,10,19,9,"[drama, crime]"
1227,18,3-Sep-10,Machete,12,26,46,20,"[action, comedy, thriller]"
1228,28,15-Oct-10,Conviction,12,6,11,5,[drama]
1229,36,16-Apr-10,The Perfect Game,12,1,3,2,"[drama, family]"
1230,41,20-Jun-75,Jaws,12,260,470,210,[animation]
1231,43,6-Jun-14,The Fault in Our Stars,12,124,307,183,"[romance, drama]"
1232,44,9-Jul-99,American Pie,12,101,234,133,"[comedy, romance]"
1233,45,20-Apr-12,Think Like a Man,12,91,113,22,"[comedy, romance]"
1234,46,16-Apr-14,Heaven is for Real,12,91,100,9,[drama]
1235,52,24-Feb-12,Act of Valor,12,70,82,12,"[action, thriller, war]"
1236,55,3-Feb-12,Chronicle,12,64,123,59,"[sci-fi, drama, thriller]"
1237,58,2-Mar-12,Project X,12,54,103,49,"[comedy, crime]"
1238,58,2-Mar-12,Project X,12,54,103,49,[documentary]
1239,59,10-Nov-17,"Three Billboards Outside Ebbing, Missouri",12,54,160,106,"[crime, drama]"
1240,59,10-Nov-17,"Three Billboards Outside Ebbing, Missouri",12,54,160,106,"[crime, drama]"
1241,60,25-Nov-16,Lion,12,51,149,98,[drama]
1242,60,25-Nov-16,Lion,12,51,149,98,[drama]
1243,61,4-May-18,Overboard,12,50,85,35,"[romance, comedy]"
1244,65,22-Nov-13,Philomena,12,37,98,61,[drama]
1245,67,15-Feb-02,Crossroads,12,37,57,20,[thriller]
1246,68,24-Jul-15,Paper Towns,12,32,85,53,"[drama, mystery, romance]"
1247,77,12-Aug-16,Hell or High Water,12,27,37,10,"[crime, drama, thriller, western]"
1248,79,5-Jul-12,Katy Perry: Part of Me,12,25,32,7,"[documentary, music]"
1249,80,12-Dec-14,Top Five,12,25,26,1,"[drama, comedy]"
1250,84,30-Jan-15,Project Almanac,12,22,32,10,"[sci-fi, thriller]"
1251,91,15-Nov-13,Nebraska,12,17,24,7,"[drama, adventure]"
1252,94,9-Dec-11,Young Adult,12,16,22,6,"[comedy, drama]"
1253,95,1-Nov-13,About Time,12,15,89,74,"[comedy, drama, sci-fi]"
1254,96,14-Dec-18,If Beale Street Could Talk,12,14,19,5,"[drama, romance, crime]"
1255,97,14-Jul-17,Wish Upon,12,14,23,9,"[thriller, horror, fantasy]"
1256,3,10-Feb-82,Das Boot,12,11,84,73,"[drama, history, war]"
1257,3,10-Feb-82,Das Boot,12,11,84,73,"[drama, history, war]"
1258,4,21-Apr-17,Unforgettable,12,11,16,5,"[drama, thriller]"
1259,9,14-Sep-12,Arbitrage,12,7,35,28,"[drama, thriller]"
1260,13,3-Sep-93,Fortress,12,6,46,40,"[action, war]"
1261,14,1-Jun-12,For Greater Glory: The True Story of Cristiada,12,5,10,5,"[history, drama]"
1262,29,1-Mar-13,Stoker,12,1,12,11,"[drama, horror, thriller]"
1263,60,20-Nov-15,Carol,11,12,42,30,"[romance, drama]"
1264,60,20-Nov-15,Carol,11,12,42,30,"[romance, drama]"
1265,62,22-Jan-16,Dirty Grandpa,11,35,105,70,[comedy]
1266,68,10-Dec-10,The Fighter,11,93,129,36,[drama]
1267,73,22-Aug-14,If I Stay,11,50,78,28,[drama]
1268,79,4-Nov-15,Brooklyn,11,38,62,24,"[drama, romance]"
1269,79,4-Nov-15,Brooklyn,11,38,62,24,"[drama, music]"
1270,81,1-Apr-15,Woman in Gold,11,33,58,25,[drama]
1271,83,8-Dec-17,"I, Tonya",11,30,53,23,[drama]
1272,83,8-Dec-17,"I, Tonya",11,30,53,23,[drama]
1273,90,11-Jan-13,Quartet,11,18,56,38,"[drama, comedy, romance]"
1274,94,6-Dec-13,Inside Llewyn Davis,11,13,32,19,[drama]
1275,27,2-Apr-68,2001: A Space Odyssey,10,59,71,12,"[sci-fi, mystery, adventure]"
1276,37,5-Dec-97,Good Will Hunting,10,138,225,87,[drama]
1277,42,1-Jul-16,The Purge: Election Year,10,79,118,39,"[action, horror, thriller]"
1278,43,18-May-18,Book Club,10,68,91,23,[comedy]
1279,43,18-May-18,Book Club,10,68,91,23,"[comedy, romance, drama]"
1280,45,5-Jan-18,Insidious: The Last Key,10,67,167,100,"[mystery, horror, thriller]"
1281,53,3-Nov-17,Lady Bird,10,48,78,30,"[comedy, drama]"
1282,53,3-Nov-17,Lady Bird,10,48,78,30,"[comedy, drama]"
1283,55,4-May-12,The Best Exotic Marigold Hotel,10,46,134,88,"[drama, comedy]"
1284,56,8-Jun-18,Hereditary,10,44,70,26,"[horror, mystery, thriller]"
1285,57,16-Mar-18,"Love, Simon",10,40,65,25,"[comedy, drama, romance]"
1286,61,27-Oct-17,Jigsaw,10,38,102,64,"[crime, horror, mystery, thriller]"
1287,68,22-Jan-16,The Boy,10,35,68,33,"[drama, horror, thriller]"
1288,68,22-Jan-16,The Boy,10,35,68,33,"[horror, thriller, mystery]"
1289,70,19-May-17,"Everything, Everything",10,34,61,27,"[drama, romance]"
1290,71,17-Sep-10,Devil,10,33,63,30,"[horror, mystery, thriller]"
1291,73,6-Mar-15,The Second Best Exotic Marigold Hotel,10,33,90,57,"[drama, comedy]"
1292,75,28-Apr-17,How to Be a Latin Lover,10,32,62,30,[comedy]
1293,80,10-Aug-18,Slender Man,10,30,51,21,"[mystery, thriller, horror]"
1294,85,9-Sep-16,When the Bough Breaks,10,29,30,1,"[mystery, drama, horror]"
1295,91,21-Aug-15,Sinister 2,10,27,54,27,[horror]
1296,92,8-Jan-16,The Forest,10,26,40,14,"[horror, thriller]"
1297,92,8-Jan-16,The Forest,10,26,40,14,"[horror, thriller, mystery]"
1298,92,8-Jan-16,The Forest,10,26,40,14,"[drama, horror, fantasy]"
1299,98,26-Apr-13,Mud,10,21,31,10,[drama]
1300,99,12-Nov-10,Skyline,10,21,68,47,"[sci-fi, action]"
1301,100,1-Dec-17,The Disaster Artist,10,21,28,7,"[comedy, drama]"
1302,100,1-Dec-17,The Disaster Artist,10,21,28,7,"[comedy, drama]"
1303,1,16-Sep-16,Blair Witch,10,20,38,18,"[thriller, horror]"
1304,1,16-Sep-16,Blair Witch,10,20,38,18,"[thriller, horror]"
1305,7,23-Oct-15,Paranormal Activity: The Ghost Dimension,10,18,77,59,"[horror, thriller]"
1306,14,17-Jun-05,The Perfect Man,10,16,19,3,"[drama, comedy, romance, family]"
1307,17,7-Oct-16,The Birth of a Nation,10,15,16,1,[drama]
1308,17,7-Oct-16,The Birth of a Nation,10,15,16,1,[drama]
1309,22,23-Nov-11,My Week with Marilyn,10,14,34,20,[drama]
1310,23,25-Dec-14,Big Eyes,10,14,27,13,[drama]
1311,28,19-Dec-00,The Gift,10,12,44,32,[sci-fi]
1312,28,19-Dec-00,The Gift,10,12,44,32,"[mystery, drama, fantasy]"
1313,28,19-Dec-00,The Gift,10,12,44,32,"[romance, drama]"
1314,28,19-Dec-00,The Gift,10,12,44,32,"[thriller, mystery]"
1315,28,19-Dec-00,The Gift,10,12,44,32,[drama]
1316,63,7-Aug-15,The Gift,5,43,58,15,[sci-fi]
1317,63,7-Aug-15,The Gift,5,43,58,15,"[mystery, drama, fantasy]"
1318,63,7-Aug-15,The Gift,5,43,58,15,"[romance, drama]"
1319,63,7-Aug-15,The Gift,5,43,58,15,"[thriller, mystery]"
1320,63,7-Aug-15,The Gift,5,43,58,15,[drama]
1321,39,25-Jan-13,Movie 43,10,8,31,23,[comedy]
1322,40,19-Oct-18,Can You Ever Forgive Me?,10,8,11,3,"[drama, crime]"
1323,45,27-Mar-15,While We're Young,10,7,17,10,"[comedy, drama, mystery]"
1324,45,27-Mar-15,While We're Young,10,7,17,10,"[comedy, drama, mystery]"
1325,47,24-Oct-01,Bones,10,7,8,1,[drama]
1326,48,22-Jun-12,Seeking a Friend for the End of the World,10,7,11,4,"[comedy, drama, romance, sci-fi]"
1327,50,11-Nov-16,Shut In,10,6,11,5,"[drama, thriller]"
1328,51,11-Feb-11,Cedar Rapids,10,6,7,1,[comedy]
1329,52,30-Nov-12,The Collection,10,6,8,2,"[horror, thriller]"
1330,52,30-Nov-12,The Collection,10,6,8,2,[]
1331,59,20-Mar-15,Danny Collins,10,5,8,3,"[comedy, drama, music]"
1332,64,15-Jun-18,Gotti,10,4,6,2,"[crime, drama, history, thriller]"
1333,66,30-Sep-16,Denial,10,4,9,5,"[drama, history]"
1334,66,30-Sep-16,Denial,10,4,9,5,"[drama, history]"
1335,67,29-Apr-16,The Man Who Knew Infinity,10,3,12,9,[drama]
1336,68,14-Oct-16,Max Steel,10,3,4,1,"[action, adventure, sci-fi]"
1337,68,14-Oct-16,Max Steel,10,3,4,1,"[action, adventure, sci-fi]"
1338,81,3-May-13,The Iceman,10,1,3,2,"[thriller, crime, drama]"
1339,82,5-Jun-15,Testament of Youth,10,1,6,5,"[history, drama, war]"
1340,83,21-Apr-17,Free Fire,10,1,3,2,"[action, crime, mystery]"
1341,88,16-Apr-10,The Joneses,10,1,3,2,"[comedy, drama]"
1342,88,16-Apr-10,The Joneses,10,1,3,2,[documentary]
1343,90,27-Jul-12,Killer Joe,10,1,4,3,"[crime, drama, thriller]"
1344,91,2-Jun-17,Churchill,10,1,7,6,"[drama, thriller, war]"
1345,48,22-Sep-17,Friend Request,9,3,11,8,[thriller]
1346,48,22-Sep-17,Friend Request,9,3,11,8,"[horror, thriller]"
1347,51,19-Dec-12,Amour,9,6,36,30,"[drama, romance]"
1348,56,21-Dec-16,Dangal,9,12,294,282,"[drama, action]"
1349,57,19-Mar-10,The Runaways,9,3,5,2,"[drama, music]"
1350,62,11-Nov-11,Melancholia,9,3,21,18,"[drama, sci-fi]"
1351,64,13-Nov-12,Jab Tak Hai Jaan,9,3,5,2,"[drama, romance]"
1352,66,21-May-10,Kites,9,1,17,16,"[drama, action, romance]"
1353,71,18-Jul-14,The Purge: Anarchy,9,71,111,40,"[horror, thriller]"
1354,75,21-Oct-16,Ouija: Origin of Evil,9,35,81,46,"[horror, thriller]"
1355,75,21-Oct-16,Ouija: Origin of Evil,9,35,81,46,"[horror, thriller]"
1356,86,18-Nov-16,The Edge of Seventeen,9,14,19,5,"[comedy, drama]"
1357,86,18-Nov-16,The Edge of Seventeen,9,14,19,5,"[comedy, drama]"
1358,87,2-Dec-16,Jackie,9,13,36,23,[drama]
1359,92,4-Nov-16,Loving,9,7,12,5,"[romance, drama]"
1360,92,4-Nov-16,Loving,9,7,12,5,"[romance, drama]"
1361,3,22-Mar-13,The Sapphires,9,2,20,18,"[comedy, drama]"
1362,5,25-Dec-18,Destroyer,9,1,3,2,"[thriller, crime, drama, action]"
1363,27,26-Sep-86,Crocodile Dundee,8,174,328,154,"[adventure, comedy]"
1364,30,18-Nov-16,Manchester by the Sea,8,47,77,30,[drama]
1365,30,18-Nov-16,Manchester by the Sea,8,47,77,30,[drama]
1366,33,20-Feb-15,The DUFF,8,34,43,9,"[romance, comedy]"
1367,34,31-Oct-14,Nightcrawler,8,32,50,18,"[crime, drama, thriller]"
